dirty_id,dirty_name,clean_id,clean_name,entity_type,pattern
499294,Weeds WEEDS,408176,Weeds,person,duplicated_word
499423,Wimple WIMPLE,453187,Wimple,person,duplicated_word
499492,Wizard WIZARD,453601,Wizard,person,duplicated_word
499569,Herod Agrippa i.,327307,Herod Agrippa I,person,trailing_punct
499571,Wormwood WORMWOOD,35905,Wormwood,person,duplicated_word
499575,Wrath WRATH,171736,Wrath,person,duplicated_word
499632,Jaakan JAAKAN,396484,Jaakan,person,duplicated_word
499634,Jaakobah JAAKOBAH,36967,Jaakobah,person,duplicated_word
499635,Jaala JAALA,39682,Jaala,person,duplicated_word
499637,Jaar JAAR,454033,Jaar,person,duplicated_word
499640,Jaareshiah JAARESHIAH,454021,Jaareshiah,person,duplicated_word
499642,Jaasu JAASU,454022,Jaasu,person,duplicated_word
499645,Jaaziel JAAZIEL,36427,Jaaziel,person,duplicated_word
499647,Jabal JABAL,40312,Jabal,person,duplicated_word
499648,Jabbok JABBOK,38732,Jabbok,person,duplicated_word
499653,N. W.,796209,n. W,person,trailing_punct
499661,Jabin JABIN,41378,Jabin,person,duplicated_word
499672,Jabneh JABNEH,37864,Jabneh,person,duplicated_word
499673,Jacan JACAN,454089,Jacan,person,duplicated_word
499727,Jada JADA,36536,Jada,person,duplicated_word
499731,Jadon JADON,42148,Jadon,person,duplicated_word
499732,Jael JAEL,41789,Jael,person,duplicated_word
499735,Jagur JAGUR,41460,Jagur,person,duplicated_word
499736,Jah JAH,42954,Jah,person,duplicated_word
499743,Jahdai JAHDAI,36576,Jahdai,person,duplicated_word
499745,Jahdo JAHDO,36999,Jahdo,person,duplicated_word
499746,Jahmai JAHMAI,37096,Jahmai,person,duplicated_word
499748,Jahweh JAHWEH,486567,Jahweh,person,duplicated_word
499749,Jahzah JAHZAH,37083,Jahzah,person,duplicated_word
499752,Jahzeiah JAHZEIAH,454251,Jahzeiah,person,duplicated_word
499754,Jahzerah JAHZERAH,37260,Jahzerah,person,duplicated_word
499757,Jairus JAIRUS,35157,Jairus,person,duplicated_word
499784,St. James’s,250096,St. James,place,possessive
499810,Jamlech JAMLECH,36953,Jamlech,person,duplicated_word
499811,Jamnia JAMNIA,46158,Jamnia,person,duplicated_word
499817,Jannai JANNAI,408988,Jannai,person,duplicated_word
499828,Japheth JAPHETH,19077,Japheth,person,duplicated_word
499831,Japhlet JAPHLET,37151,Japhlet,person,duplicated_word
499833,Jarah JARAH,37236,Jarah,person,duplicated_word
499846,Jarimoth JARIMOTH,409011,Jarimoth,person,duplicated_word
499853,Jasaelus JASAELUS,454493,Jasaelus,person,duplicated_word
499857,Jashen JASHEN,396587,Jashen,person,duplicated_word
499862,Jason JASON,33667,Jason,person,duplicated_word
499864,Jasper JASPER,79731,Jasper,person,duplicated_word
499869,Jathniel JATHNIEL,36723,Jathniel,person,duplicated_word
499871,Javan JAVAN,36063,Javan,person,duplicated_word
499879,Javelin JAVELIN,396603,Javelin,person,duplicated_word
499884,Jaziz JAZIZ,36803,Jaziz,person,duplicated_word
499892,Jeatherai JEATHERAI,454600,Jeatherai,person,duplicated_word
499893,Jeberechiah JEBERECHIAH,409023,Jeberechiah,person,duplicated_word
499906,Jechoniah JECHONIAH,454628,Jechoniah,person,duplicated_word
499910,Jecoliah JECOLIAH,37861,Jecoliah,person,duplicated_word
499923,Jedidiah JEDIDIAH,38247,Jedidiah,person,duplicated_word
499924,Jeduthun JEDUTHUN,36456,Jeduthun,person,duplicated_word
499926,Jeeli JEELI,454029,Jeeli,person,duplicated_word
499929,Jehiah JEHIAH,36443,Jehiah,person,duplicated_word
499931,Jehizkiah JEHIZKIAH,37878,Jehizkiah,person,duplicated_word
499944,Jehoiachin JEHOIACHIN,35436,Jehoiachin,person,duplicated_word
499951,Jehoiakim JEHOIAKIM,35062,Jehoiakim,person,duplicated_word
499965,Jehonathan JEHONATHAN,36795,Jehonathan,person,duplicated_word
499967,Jehoram JEHORAM,35433,Jehoram,person,duplicated_word
499969,Jehoshabeath JEHOSHABEATH,37839,Jehoshabeath,person,duplicated_word
499996,Jehubbah JEHUBBAH,37158,Jehubbah,person,duplicated_word
499999,Jehud JEHUD,41607,Jehud,person,duplicated_word
500002,Jehudijah JEHUDIJAH,36920,Jehudijah,person,duplicated_word
500003,Jehuel JEHUEL,454673,Jehuel,person,duplicated_word
500008,Jekuthiel JEKUTHIEL,36921,Jekuthiel,person,duplicated_word
500011,Jemuel JEMUEL,36942,Jemuel,person,duplicated_word
500012,Jephthah JEPHTHAH,34169,Jephthah,person,duplicated_word
500024,Jerah JERAH,36112,Jerah,person,duplicated_word
500041,Jeremai JEREMAI,39598,Jeremai,person,duplicated_word
500207,Jeremiel JEREMIEL,442927,Jeremiel,person,duplicated_word
500212,Jeremy JEREMY,32744,Jeremy,person,duplicated_word
500222,Jeriah JERIAH,36644,Jeriah,person,duplicated_word
500223,Jeribai JERIBAI,36316,Jeribai,person,duplicated_word
500242,Jeriel JERIEL,37095,Jeriel,person,duplicated_word
500243,Jerijah JERIJAH,36758,Jerijah,person,duplicated_word
500245,Jerioth JERIOTH,36517,Jerioth,person,duplicated_word
500246,Jeroboam JEROBOAM,19086,Jeroboam,person,duplicated_word
500251,Jerubbesheth JERUBBESHETH,38238,Jerubbesheth,person,duplicated_word
500252,Jeruel JERUEL,396401,Jeruel,person,duplicated_word
500293,Jerusha JERUSHA,38042,Jerusha,person,duplicated_word
500295,Jesharelah JESHARELAH,36701,Jesharelah,person,duplicated_word
500296,Jeshebeab JESHEBEAB,36677,Jeshebeab,person,duplicated_word
500297,Jesher JESHER,36518,Jesher,person,duplicated_word
500298,Jeshimon JESHIMON,37671,Jeshimon,person,duplicated_word
500300,Jeshishai JESHISHAI,36998,Jeshishai,person,duplicated_word
500301,Jeshohaiah JESHOHAIAH,36968,Jeshohaiah,person,duplicated_word
500302,Jeshua JESHUA,36672,Jeshua,person,duplicated_word
500311,Jeshurun JESHURUN,409370,Jeshurun,person,duplicated_word
500315,Jesse JESSE,19087,Jesse,person,duplicated_word
500323,Jesus JESUS,18645,Jesus,person,duplicated_word
500439,Jetheth JETHETH,36214,Jetheth,person,duplicated_word
500448,Jeuz JEUZ,37197,Jeuz,person,duplicated_word
500449,Jew JEW,24876,Jew,person,duplicated_word
500450,Jewel JEWEL,409423,Jewel,person,duplicated_word
500510,Flinders Petrie’s,420896,Flinders Petrie,people,possessive
500530,Jezaniah JEZANIAH,36558,Jezaniah,person,duplicated_word
500531,Jezebel JEZEBEL,19089,Jezebel,person,duplicated_word
500542,Jeziel JEZIEL,36332,Jeziel,person,duplicated_word
500543,Jezrahiah JEZRAHIAH,42125,Jezrahiah,person,duplicated_word
500564,Joakim JOAKIM,423630,Joakim,person,duplicated_word
500573,Joanan JOANAN,45884,Joanan,person,duplicated_word
500574,Joanna JOANNA,35009,Joanna,person,duplicated_word
500601,Zophar’s,41226,Zophar,person,possessive
500620,Joed JOED,42082,Joed,person,duplicated_word
500658,Joelah JOELAH,36350,Joelah,person,duplicated_word
500659,Joezer JOEZER,36349,Joezer,person,duplicated_word
500662,Jogli JOGLI,409520,Jogli,person,duplicated_word
500680,Bishop Westcott’s,417599,Bishop Westcott,people,possessive
500864,Joiakim JOIAKIM,42108,Joiakim,person,duplicated_word
500866,Jokim JOKIM,36934,Jokim,person,duplicated_word
500870,Jokshan JOKSHAN,36138,Jokshan,person,duplicated_word
500871,Joktan JOKTAN,36108,Joktan,person,duplicated_word
500876,Jonadab JONADAB,37993,Jonadab,person,duplicated_word
500925,Jonam JONAM,409594,Jonam,person,duplicated_word
500926,Jonas JONAS,25524,Jonas,person,duplicated_word
500930,Jonathan JONATHAN,19095,Jonathan,person,duplicated_word
500941,Joppa JOPPA,33527,Joppa,person,duplicated_word
500951,Jorah JORAH,39630,Jorah,person,duplicated_word
500952,Jorai JORAI,36993,Jorai,person,duplicated_word
500980,Jorim JORIM,35059,Jorim,person,duplicated_word
500985,Josaphias JOSAPHIAS,416918,Josaphias,person,duplicated_word
500988,Josech JOSECH,409657,Josech,person,duplicated_word
500989,Joseph JOSEPH,19097,Joseph,person,duplicated_word
501026,Josephus JOSEPHUS,328508,Josephus,person,duplicated_word
501044,Joshah JOSHAH,36954,Joshah,person,duplicated_word
501045,Joshaviah JOSHAVIAH,36317,Joshaviah,person,duplicated_word
501046,Joshbekashah JOSHBEKASHAH,36713,Joshbekashah,person,duplicated_word
501048,Joshibiah JOSHIBIAH,457588,Joshibiah,person,duplicated_word
501049,Joshua JOSHUA,19104,Joshua,person,duplicated_word
501199,Josiah’s,19105,Josiah,person,possessive
501206,Josiphiah JOSIPHIAH,39746,Josiphiah,person,duplicated_word
501210,Jotbathah JOTBATHAH,409710,Jotbathah,person,duplicated_word
501270,Judah JUDAH,19106,Judah,person,duplicated_word
501290,Judaism JUDAISM,44709,Judaism,person,duplicated_word
501291,Judas JUDAS,19108,Judas,person,duplicated_word
501445,Judgment JUDGMENT,451234,JUDGMENT,person,duplicated_word
501460,Julius JULIUS,33881,Julius,person,duplicated_word
501466,Juniper JUNIPER,510635,Juniper,person,duplicated_word
501467,Jupiter JUPITER,409794,Jupiter,person,duplicated_word
501551,Justus JUSTUS,33512,Justus,person,duplicated_word
501559,Gaal GAAL,41837,Gaal,person,duplicated_word
501561,Gabatha GABATHA,409802,Gabatha,person,duplicated_word
501564,Gabbai GABBAI,42084,Gabbai,person,duplicated_word
501566,Gabbatha GABBATHA,409803,Gabbatha,person,duplicated_word
501570,Gabrias GABRIAS,458418,Gabrias,person,duplicated_word
501572,Gabriel GABRIEL,18868,Gabriel,person,duplicated_word
501592,Gadara GADARA,45345,Gadara,person,duplicated_word
501595,Gaddi GADDI,42263,Gaddi,person,duplicated_word
501597,Gaddiel GADDIEL,42262,Gaddiel,person,duplicated_word
501599,Gadi GADI,38033,Gadi,person,duplicated_word
501600,Gaham GAHAM,40006,Gaham,person,duplicated_word
501601,Gahar GAHAR,39662,Gahar,person,duplicated_word
501639,Galeed GALEED,396044,Galeed,person,duplicated_word
501655,Gall GALL,322861,Gall,person,duplicated_word
501658,Galley GALLEY,409856,Galley,person,duplicated_word
501659,Gallim GALLIM,409857,Gallim,person,duplicated_word
501660,Gallio GALLIO,33691,Gallio,person,duplicated_word
501666,18:14 f.,468490,18:14 f,period,trailing_punct
501667,Gamael GAMAEL,458830,Gamael,person,duplicated_word
501669,Gamaliel i.,135977,Gamaliel I,person,trailing_punct
501701,Gammadim GAMMADIM,397177,Gammadim,person,duplicated_word
501719,Gatam GATAM,36157,Gatam,person,duplicated_word
501721,Gath GATH,36465,Gath,person,duplicated_word
501730,Gaulanitis GAULANITIS,398225,Gaulanitis,person,duplicated_word
501733,Gazara GAZARA,421437,Gazara,person,duplicated_word
501738,Gazelle GAZELLE,503109,Gazelle,person,duplicated_word
501740,Gazera GAZERA,459081,Gazera,person,duplicated_word
501742,Gazzam GAZZAM,39664,Gazzam,person,duplicated_word
501754,Geber GEBER,23604,Geber,person,duplicated_word
501765,Geder GEDER,16437,Geder,person,duplicated_word
501770,Gehenna GEHENNA,45491,Gehenna,person,duplicated_word
501780,Gemalli GEMALLI,409977,Gemalli,person,duplicated_word
501850,Genubath GENUBATH,37310,Genubath,person,duplicated_word
501879,Gera GERA,37187,Gera,person,duplicated_word
501881,Gerah GERAH,397267,Gerah,person,duplicated_word
501886,Gerasa GERASA,45346,Gerasa,person,duplicated_word
501892,Gerizim GERIZIM,44899,Gerizim,person,duplicated_word
501895,Geron GERON,459936,Geron,person,duplicated_word
501928,Gerson GERSON,459955,Gerson,person,duplicated_word
501934,Geshem GESHEM,42136,Geshem,person,duplicated_word
501964,Giah GIAH,38306,Giah,person,duplicated_word
501992,Gibeon GIBEON,36407,Gibeon,person,duplicated_word
502039,Gilalai GILALAI,42123,Gilalai,person,duplicated_word
502055,Gilgal GILGAL,410116,Gilgal,person,duplicated_word
502060,Giloh GILOH,41500,Giloh,person,duplicated_word
502062,Ginath GINATH,37367,Ginath,person,duplicated_word
502063,Ginnethoi GINNETHOI,460198,Ginnethoi,person,duplicated_word
502069,Gittaim GITTAIM,38382,Gittaim,person,duplicated_word
502072,Gizrites GIZRITES,460239,Gizrites,person,duplicated_word
502125,Goah GOAH,460445,Goah,person,duplicated_word
502253,Goiim GOIIM,442758,Goiim,person,duplicated_word
502263,Goliath GOLIATH,18886,Goliath,person,duplicated_word
502269,Gorgias GORGIAS,349592,Gorgias,person,duplicated_word
502312,"Papias,",449281,Papias,people,trailing_punct
502361,Gotholias GOTHOLIAS,461047,Gotholias,person,duplicated_word
502364,Gothoniel GOTHONIEL,461049,Gothoniel,person,duplicated_word
502365,Gourd GOURD,397458,Gourd,person,duplicated_word
502458,Grapes GRAPES,461136,Grapes,person,duplicated_word
502459,Grass GRASS,209456,Grass,person,duplicated_word
502504,Ezr.,428144,Ezr,place,trailing_punct
502536,Hort’s,419048,Hort,people,possessive
502551,Numb.,388267,Numb,place,trailing_punct
502553,Origen’s,62463,Origen,people,possessive
502577,R. L. Ottley’s,436567,R. L. Ottley,person,possessive
502599,Gudgodah GUDGODAH,415724,Gudgodah,person,duplicated_word
502638,Gutter GUTTER,782381,Gutter,person,duplicated_word
502640,Zaanan ZAANAN,652505,Zaanan,person,duplicated_word
502643,Zaanannim ZAANANNIM,41591,Zaanannim,person,duplicated_word
502647,Zabad ZABAD,36300,Zabad,person,duplicated_word
502655,Zabbai ZABBAI,39580,Zabbai,person,duplicated_word
502659,Zabdi ZABDI,36499,Zabdi,person,duplicated_word
502662,Zabdiel ZABDIEL,36763,Zabdiel,person,duplicated_word
502663,Zabud ZABUD,37461,Zabud,person,duplicated_word
502664,Zaccai ZACCAI,39622,Zaccai,person,duplicated_word
502671,Zachary ZACHARY,690641,Zachary,person,duplicated_word
502672,Zadok ZADOK,35449,Zadok,person,duplicated_word
502677,Zaham ZAHAM,410264,Zaham,person,duplicated_word
502680,Zalaph ZALAPH,42163,Zalaph,person,duplicated_word
502684,Zalmonah ZALMONAH,410269,Zalmonah,person,duplicated_word
502685,Zalmunna ZALMUNNA,41824,Zalmunna,person,duplicated_word
502688,Zamoth ZAMOTH,461686,Zamoth,person,duplicated_word
502690,Zamzummim ZAMZUMMIM,397299,Zamzummim,person,duplicated_word
502692,Zanoah ZANOAH,36922,Zanoah,person,duplicated_word
502698,Zaraias ZARAIAS,436814,Zaraias,person,duplicated_word
502703,Zarephath ZAREPHATH,47029,Zarephath,person,duplicated_word
502709,Zattu ZATTU,39578,Zattu,person,duplicated_word
502710,Zaza ZAZA,36554,Zaza,person,duplicated_word
502715,Zebah ZEBAH,41823,Zebah,person,duplicated_word
502718,Zebedee ZEBEDEE,19076,Zebedee,person,duplicated_word
502719,Zebina ZEBINA,39608,Zebina,person,duplicated_word
502720,Zeboim ZEBOIM,14616,Zeboim,person,duplicated_word
502722,Zebudah ZEBUDAH,38151,Zebudah,person,duplicated_word
502723,Zebul ZEBUL,41838,Zebul,person,duplicated_word
502724,Zebulun ZEBULUN,19873,Zebulun,person,duplicated_word
502746,Zechariah ZECHARIAH,19872,Zechariah,person,duplicated_word
502786,Zecher ZECHER,461843,Zecher,person,duplicated_word
502788,Zechrias ZECHRIAS,470357,Zechrias,person,duplicated_word
502793,Zedekiah ZEDEKIAH,19875,Zedekiah,person,duplicated_word
502797,Zelek ZELEK,36297,Zelek,person,duplicated_word
502802,Zelzah ZELZAH,410359,Zelzah,person,duplicated_word
502804,Zemaraim ZEMARAIM,41543,Zemaraim,person,duplicated_word
502807,Zemirah ZEMIRAH,462078,Zemirah,person,duplicated_word
502808,Zenas ZENAS,36042,Zenas,person,duplicated_word
502810,Zephaniah ZEPHANIAH,19878,Zephaniah,person,duplicated_word
502839,A. B. Davidson’s,416543,A. B. Davidson,person,possessive
502842,Zer ZER,467210,Zer,person,duplicated_word
502844,Zerah ZERAH,35430,Zerah,person,duplicated_word
502849,Zerahiah ZERAHIAH,36477,Zerahiah,person,duplicated_word
502856,Zeresh ZERESH,38998,Zeresh,person,duplicated_word
502858,Zereth ZERETH,36888,Zereth,person,duplicated_word
502860,Zeror ZEROR,37753,Zeror,person,duplicated_word
502861,Zeruah ZERUAH,37316,Zeruah,person,duplicated_word
502862,Zerubbabel ZERUBBABEL,19879,Zerubbabel,person,duplicated_word
502875,Zeruiah ZERUIAH,36234,Zeruiah,person,duplicated_word
502878,Zetham ZETHAM,36626,Zetham,person,duplicated_word
502879,Zethan ZETHAN,37107,Zethan,person,duplicated_word
502880,Zethar ZETHAR,38959,Zethar,person,duplicated_word
502883,Ziba ZIBA,31550,Ziba,person,duplicated_word
502887,Zibia ZIBIA,37195,Zibia,person,duplicated_word
502888,Zibiah ZIBIAH,37848,Zibiah,person,duplicated_word
502889,Zichri ZICHRI,36744,Zichri,person,duplicated_word
502892,Zidon’s,26454,Zidon,person,possessive
502905,Zillah ZILLAH,40317,Zillah,person,duplicated_word
502906,Zillethai ZILLETHAI,462289,Zillethai,person,duplicated_word
502907,Zilpah ZILPAH,40145,Zilpah,person,duplicated_word
502911,Zimmah ZIMMAH,37035,Zimmah,person,duplicated_word
502912,Zimran ZIMRAN,36137,Zimran,person,duplicated_word
502918,Zin ZIN,38833,Zin,person,duplicated_word
502926,Ziph ZIPH,36565,Ziph,person,duplicated_word
502933,Ziphah ZIPHAH,36911,Ziphah,person,duplicated_word
502934,Ziphron ZIPHRON,42468,Ziphron,person,duplicated_word
502937,Zippor ZIPPOR,41653,Zippor,person,duplicated_word
502940,Zipporah ZIPPORAH,19883,Zipporah,person,duplicated_word
502942,Ziz ZIZ,37825,Ziz,person,duplicated_word
502943,Zizah ZIZAH,36637,Zizah,person,duplicated_word
502953,Zoar ZOAR,38855,Zoar,person,duplicated_word
502955,Zobebah ZOBEBAH,36892,Zobebah,person,duplicated_word
502958,Zophah ZOPHAH,37159,Zophah,person,duplicated_word
502960,Zophar ZOPHAR,41226,Zophar,person,duplicated_word
502962,Zophim ZOPHIM,397733,Zophim,person,duplicated_word
502968,Zorah ZORAH,37774,Zorah,person,duplicated_word
502972,Zuph ZUPH,37038,Zuph,person,duplicated_word
502974,Zur ZUR,37229,Zur,person,duplicated_word
502975,Zuriel ZURIEL,42413,Zuriel,person,duplicated_word
502977,Zuzim ZUZIM,397294,Zuzim,person,duplicated_word
502983,H. V. Hilprecht’s,425817,H. V. Hilprecht,person,possessive
503131,Famine FAMINE,89315,Famine,person,duplicated_word
503178,Favour FAVOUR,397485,Favour,person,duplicated_word
503187,Fawn FAWN,623587,Fawn,person,duplicated_word
503246,Ferret FERRET,462466,Ferret,person,duplicated_word
503249,Fig FIG,428877,Fig,person,duplicated_word
503276,Firkin FIRKIN,47485,Firkin,person,duplicated_word
503310,Flagon FLAGON,410689,Flagon,person,duplicated_word
503315,Flax FLAX,395883,Flax,person,duplicated_word
503341,Floor FLOOR,410708,Floor,person,duplicated_word
503342,Flour FLOUR,112195,Flour,person,duplicated_word
503431,Footstool FOOTSTOOL,463524,Footstool,person,duplicated_word
503434,Ford FORD,87968,Ford,person,duplicated_word
503529,Fortunatus FORTUNATUS,33130,Fortunatus,person,duplicated_word
503550,Frankincense FRANKINCENSE,463878,Frankincense,person,duplicated_word
503557,Fray FRAY,463889,Fray,person,duplicated_word
503560,Freewill FREEWILL,628368,Freewill,person,duplicated_word
503584,Furlong FURLONG,398004,Furlong,person,duplicated_word
503585,Furnace FURNACE,393976,FURNACE,person,duplicated_word
503595,Haahashtari HAAHASHTARI,36887,Haahashtari,person,duplicated_word
503596,Habaiah HABAIAH,39688,Habaiah,person,duplicated_word
503598,Habakkuk HABAKKUK,18893,Habakkuk,person,duplicated_word
503615,Habazziniah HABAZZINIAH,464036,Habazziniah,person,duplicated_word
503616,Habergeon HABERGEON,410800,Habergeon,person,duplicated_word
503622,Hacaliah HACALIAH,17003,Hacaliah,person,duplicated_word
503624,Hachilah HACHILAH,398036,Hachilah,person,duplicated_word
503632,Hadadrimmon HADADRIMMON,43108,Hadadrimmon,person,duplicated_word
503634,Hadar HADAR,36131,Hadar,person,duplicated_word
503635,Hadarezer HADAREZER,36464,Hadarezer,person,duplicated_word
503636,Hadashah HADASHAH,410812,Hadashah,person,duplicated_word
503637,Hadassah HADASSAH,38974,Hadassah,person,duplicated_word
503644,Hadrach HADRACH,410819,Hadrach,person,duplicated_word
503648,Hagabah HAGABAH,39658,Hagabah,person,duplicated_word
503649,Hagar HAGAR,18894,Hagar,person,duplicated_word
503675,Haggedolim HAGGEDOLIM,410236,Haggedolim,person,duplicated_word
503676,Haggi HAGGI,40406,Haggi,person,duplicated_word
503677,Haggiah HAGGIAH,37043,Haggiah,person,duplicated_word
503679,Haggith HAGGITH,36833,Haggith,person,duplicated_word
503684,Hahiroth HAHIROTH,493292,Hahiroth,person,duplicated_word
503698,Hakkatan HAKKATAN,39747,Hakkatan,person,duplicated_word
503699,Hakupha HAKUPHA,39670,Hakupha,person,duplicated_word
503700,Halah HALAH,37014,Halah,person,duplicated_word
503701,Halak HALAK,410852,Halak,person,duplicated_word
503703,Halhul HALHUL,413746,Halhul,person,duplicated_word
503704,Hali HALI,41581,Hali,person,duplicated_word
503707,Halicarnassus HALICARNASSUS,445306,Halicarnassus,person,duplicated_word
503714,Hallel HALLEL,205393,Hallel,person,duplicated_word
503716,Hallelujah HALLELUJAH,539871,Hallelujah,person,duplicated_word
503717,Hallohesh HALLOHESH,42067,Hallohesh,person,duplicated_word
503720,Hallow HALLOW,1685,Hallow,person,duplicated_word
503727,Haman HAMAN,38983,Haman,person,duplicated_word
503730,Jeroboam ii.,309015,Jeroboam II,person,trailing_punct
503733,Hammath HAMMATH,410871,Hammath,person,duplicated_word
503738,Hammedatha HAMMEDATHA,38984,Hammedatha,person,duplicated_word
503742,Hammon HAMMON,37080,Hammon,person,duplicated_word
503744,Hammuel HAMMUEL,464364,Hammuel,person,duplicated_word
503745,Hammurabi HAMMURABI,420747,Hammurabi,person,duplicated_word
503748,Hamonah HAMONAH,39488,Hamonah,person,duplicated_word
503756,Hamran HAMRAN,465489,Hamran,person,duplicated_word
503757,Hamul HAMUL,42351,Hamul,person,duplicated_word
503764,Hamutal HAMUTAL,38148,Hamutal,person,duplicated_word
503765,Hanamel HANAMEL,418376,Hanamel,person,duplicated_word
503768,Hananel HANANEL,464538,Hananel,person,duplicated_word
503807,Psammetichus i.,436884,Psammetichus I,people,trailing_punct
503813,Lucian’s,298370,Lucian,person,possessive
503814,Hannah HANNAH,3461,Hannah,person,duplicated_word
503815,Hannathon HANNATHON,41568,Hannathon,person,duplicated_word
503819,Hanun HANUN,36487,Hanun,person,duplicated_word
503824,Hapharaim HAPHARAIM,41574,Hapharaim,person,duplicated_word
503828,Happizzez HAPPIZZEZ,443560,Happizzez,person,duplicated_word
503831,Hara HARA,37016,Hara,person,duplicated_word
503832,Haradah HARADAH,415755,Haradah,person,duplicated_word
503839,Harbona HARBONA,38956,Harbona,person,duplicated_word
503847,Hare HARE,215530,Hare,person,duplicated_word
503848,Hareph HAREPH,36585,Hareph,person,duplicated_word
503849,Harhaiah HARHAIAH,42149,Harhaiah,person,duplicated_word
503851,Harhur HARHUR,39671,Harhur,person,duplicated_word
503856,Hariph HARIPH,42060,Hariph,person,duplicated_word
503869,Harmon HARMON,503870,Harmon,person,duplicated_word
503880,Harnepher HARNEPHER,37163,Harnepher,person,duplicated_word
503881,Harod HAROD,41816,Harod,person,duplicated_word
503885,Harosheth HAROSHETH,41794,Harosheth,person,duplicated_word
503889,Harrow HARROW,398191,Harrow,person,duplicated_word
503892,Harsha HARSHA,39674,Harsha,person,duplicated_word
503896,Harumaph HARUMAPH,42150,Harumaph,person,duplicated_word
503897,Haruz HARUZ,38130,Haruz,person,duplicated_word
503898,Hasadiah HASADIAH,36852,Hasadiah,person,duplicated_word
503902,Hashabnah HASHABNAH,42070,Hashabnah,person,duplicated_word
503904,Hashbaddanah HASHBADDANAH,475357,Hashbaddanah,person,duplicated_word
503907,Hashubah HASHUBAH,36850,Hashubah,person,duplicated_word
503912,Hassenuah HASSENUAH,402110,Hassenuah,person,duplicated_word
503913,Hasshub HASSHUB,37262,Hasshub,person,duplicated_word
503915,Hassophereth HASSOPHERETH,422570,Hassophereth,person,duplicated_word
503916,Hasupha HASUPHA,39651,Hasupha,person,duplicated_word
503917,Hatchet HATCHET,531419,Hatchet,person,duplicated_word
503920,Hatipha HATIPHA,398212,Hatipha,person,duplicated_word
503921,Hatita HATITA,39648,Hatita,person,duplicated_word
503925,Hattil HATTIL,39685,Hattil,person,duplicated_word
503932,Hauran HAURAN,39538,Hauran,person,duplicated_word
503941,Havilah HAVILAH,36073,Havilah,person,duplicated_word
503946,Hazael HAZAEL,37398,Hazael,person,duplicated_word
503947,Jahweb’s,500915,Jahweb,person,possessive
503948,Hazaiah HAZAIAH,42080,Hazaiah,person,duplicated_word
503959,Hazarmaveth HAZARMAVETH,36111,Hazarmaveth,person,duplicated_word
503965,Hazel HAZEL,60420,Hazel,person,duplicated_word
503969,Hazerim HAZERIM,411052,Hazerim,person,duplicated_word
503970,Hazeroth HAZEROTH,38617,Hazeroth,person,duplicated_word
503973,Haziel HAZIEL,36630,Haziel,person,duplicated_word
503988,Head HEAD,194117,Head,person,duplicated_word
504131,Hebron HEBRON,18898,Hebron,person,duplicated_word
504147,Heifer HEIFER,411127,Heifer,person,duplicated_word
504150,Heir HEIR,398312,Heir,person,duplicated_word
504151,Helah HELAH,36883,Helah,person,duplicated_word
504160,Heleb HELEB,36260,Heleb,person,duplicated_word
504161,Helek HELEK,41526,Helek,person,duplicated_word
504166,Heliodorus HELIODORUS,421455,Heliodorus,person,duplicated_word
504170,Helkai HELKAI,42111,Helkai,person,duplicated_word
504183,Heman HEMAN,32069,Heman,person,duplicated_word
504185,Hemlock HEMLOCK,398345,Hemlock,person,duplicated_word
504190,Henadad HENADAD,39709,Henadad,person,duplicated_word
504195,Herald HERALD,219929,Herald,person,duplicated_word
504202,Herb HERB,398352,Herb,person,duplicated_word
504229,Heresh HERESH,37264,Heresh,person,duplicated_word
504230,Heresy HERESY,398364,Heresy,person,duplicated_word
504240,Hermon HERMON,41385,Hermon,person,duplicated_word
504244,Herodias HERODIAS,18905,Herodias,person,duplicated_word
504251,Heshmon HESHMON,411213,Heshmon,person,duplicated_word
504252,Heth HETH,28095,Heth,person,duplicated_word
504253,Hethlon HETHLON,411215,Hethlon,person,duplicated_word
504282,Louis xiv.,405014,Louis XIV,person,trailing_punct
504307,Hezion HEZION,37355,Hezion,person,duplicated_word
504317,Hierapolis HIERAPOLIS,45550,Hierapolis,person,duplicated_word
504324,Hiermas HIERMAS,465749,Hiermas,person,duplicated_word
504345,Hilen HILEN,37064,Hilen,person,duplicated_word
504346,Hilkiah HILKIAH,36738,Hilkiah,person,duplicated_word
504359,Hillel HILLEL,41728,Hillel,person,duplicated_word
504367,Hinge HINGE,465831,Hinge,person,duplicated_word
504371,Hippopotamus HIPPOPOTAMUS,411269,Hippopotamus,person,duplicated_word
504372,Hirah HIRAH,40278,Hirah,person,duplicated_word
504412,Hizkiah HIZKIAH,43157,Hizkiah,person,duplicated_word
504413,Hobab HOBAB,41796,Hobab,person,duplicated_word
504419,Hobah HOBAH,411290,Hobah,person,duplicated_word
504422,Hoglah HOGLAH,41529,Hoglah,person,duplicated_word
504424,Hoham HOHAM,41363,Hoham,person,duplicated_word
504460,Holofernes HOLOFERNES,43821,Holofernes,person,duplicated_word
504570,Horem HOREM,41600,Horem,person,duplicated_word
504574,Horites HORITES,39876,Horites,person,duplicated_word
504597,Horonaim HORONAIM,40683,Horonaim,person,duplicated_word
504604,Hosah HOSAH,36457,Hosah,person,duplicated_word
504627,the 3rd century b.c.,492667,the 3rd century b.c,period,trailing_punct
